world_seed	cell_seed	time	gene_id	X	P
1003	1031	0	0	0.08480347	0.08480347
1003	1031	0	1	0.96099840	0.96099840
1003	1031	0	2	0.22898466	0.22898466
1003	1031	0	3	0.53455865	0.53455865
1003	1031	0	4	0.94779767	0.94779767
1003	1031	0	5	0.44970744	0.44970744
1003	1031	0	6	0.93408664	0.93408664
1003	1031	0	7	0.06113377	0.06113377
1003	1031	0	8	0.54987236	0.54987236
1003	1031	0	9	0.94255418	0.94255418
1003	1031	0	10	0.52082350	0.52082350
1003	1031	0	11	0.98702507	0.98702507
1003	1031	0	12	0.37903923	0.37903923
1003	1031	0	13	0.70876983	0.70876983
1003	1031	0	14	0.23500037	0.23500037
1003	1031	0	15	0.91335069	0.91335069
1003	1031	0	16	0.46299048	0.46299048
1003	1031	0	17	0.65431163	0.65431163
1003	1031	0	18	0.00089707	0.00089707
1003	1031	0	19	0.89276466	0.89276466
1003	1031	1	0	0.07062111	0.15615394
1003	1031	1	1	0.69546746	1.68149148
1003	1031	1	2	0.68538355	0.37744830
1003	1031	1	3	0.59757511	1.00736411
1003	1031	1	4	1.55105157	1.64099778
1003	1031	1	5	1.02028430	0.79201307
1003	1031	1	6	0.94970775	1.69049207
1003	1031	1	7	0.05375585	0.10012488
1003	1031	1	8	0.31648687	1.01982020
1003	1031	1	9	0.82317724	1.55311187
1003	1031	1	10	0.52216562	0.88474047
1003	1031	1	11	0.75064377	1.80885534
1003	1031	1	12	0.65963541	0.66823364
1003	1031	1	13	0.64423336	1.25254590
1003	1031	1	14	0.17358286	0.38897892
1003	1031	1	15	0.93450096	1.52182889
1003	1031	1	16	0.30854196	0.86550239
1003	1031	1	17	1.21350287	1.11029213
1003	1031	1	18	0.74532085	0.00147469
1003	1031	1	19	0.64851875	1.51960249
1003	1031	2	0	0.06659904	0.20200319
1003	1031	2	1	0.50814104	1.95613862
1003	1031	2	2	0.99888366	0.93010452
1003	1031	2	3	0.64232385	1.48856668
1003	1031	2	4	2.01810586	2.75124426
1003	1031	2	5	1.36240533	1.62314408
1003	1031	2	6	0.88648270	2.31863577
1003	1031	2	7	0.07610743	0.11761548
1003	1031	2	8	0.26715375	1.18807514
1003	1031	2	9	0.84287342	1.82923546
1003	1031	2	10	0.52154700	1.14036367
1003	1031	2	11	0.61832629	2.25675758
1003	1031	2	12	0.78122296	1.16947560
1003	1031	2	13	0.60044381	1.60520048
1003	1031	2	14	0.13115243	0.42845230
1003	1031	2	15	0.94699248	1.94834998
1003	1031	2	16	0.20602797	1.06098728
1003	1031	2	17	1.71360713	1.98724973
1003	1031	2	18	1.21032418	0.74627037
1003	1031	2	19	0.47587339	1.71547890
1003	1031	3	0	0.11194337	0.23655697
1003	1031	3	1	0.37701587	1.97472447
1003	1031	3	2	1.22278852	1.60192275
1003	1031	3	3	0.66666616	1.95892860
1003	1031	3	4	2.34631886	4.03031045
1003	1031	3	5	1.56727376	2.59790045
1003	1031	3	6	0.77931985	2.76406942
1003	1031	3	7	0.13157560	0.15112257
1003	1031	3	8	0.30730211	1.28254092
1003	1031	3	9	0.89426092	2.02779603
1003	1031	3	10	0.52000870	1.31835761
1003	1031	3	11	0.56763260	2.49737857
1003	1031	3	12	0.79303175	1.67349420
1003	1031	3	13	0.63176707	1.83197143
1003	1031	3	14	0.10251220	0.41188588
1003	1031	3	15	0.95413748	2.24499170
1003	1031	3	16	0.13808960	1.12842278
1003	1031	3	17	2.16080156	3.09849333
1003	1031	3	18	1.50058190	1.69083512
1003	1031	3	19	0.35478828	1.68036447
1003	1031	4	0	0.22342966	0.31097357
1003	1031	4	1	0.28609695	1.85753375
1003	1031	4	2	1.39434455	2.26140518
1003	1031	4	3	0.66741189	2.39929577
1003	1031	4	4	2.55154358	5.29400668
1003	1031	4	5	1.68971888	3.54472811
1003	1031	4	6	0.66144111	3.01761019
1003	1031	4	7	0.21565446	0.22796155
1003	1031	4	8	0.37526664	1.40342436
1003	1031	4	9	0.93621728	2.20780498
1003	1031	4	10	0.51811102	1.44118970
1003	1031	4	11	0.56998489	2.64703402
1003	1031	4	12	0.74649108	2.06985254
1003	1031	4	13	0.72202110	2.03727587
1003	1031	4	14	0.08377763	0.37239089
1003	1031	4	15	0.95801116	2.44976071
1003	1031	4	16	0.09315412	1.11911109
1003	1031	4	17	2.56065585	4.32009768
1003	1031	4	18	1.68158493	2.58928220
1003	1031	4	19	0.27065099	1.53462443
1003	1031	5	0	0.37515769	0.48507120
1003	1031	5	1	0.23028676	1.67875296
1003	1031	5	2	1.53466635	2.86054077
1003	1031	5	3	0.64734043	2.78953665
1003	1031	5	4	2.65968632	6.42347335
1003	1031	5	5	1.76150957	4.38787386
1003	1031	5	6	0.55110568	3.10504389
1003	1031	5	7	0.31846858	0.36104830
1003	1031	5	8	0.44134355	1.57470180
1003	1031	5	9	0.95390540	2.36636562
1003	1031	5	10	0.51418667	1.52511895
1003	1031	5	11	0.60123035	2.77399447
1003	1031	5	12	0.67561573	2.32572019
1003	1031	5	13	0.83441566	2.28504174
1003	1031	5	14	0.07606809	0.32777815
1003	1031	5	15	0.95890979	2.59005239
1003	1031	5	16	0.06407243	1.06608027
1003	1031	5	17	2.91638283	5.57127074
1003	1031	5	18	1.79332502	3.34878020
1003	1031	5	19	0.21888905	1.34815852
1003	1031	6	0	0.53767019	0.78327846
1003	1031	6	1	0.22130987	1.48890476
1003	1031	6	2	1.65458458	3.38931589
1003	1031	6	3	0.61335528	3.11462473
1003	1031	6	4	2.69818314	7.35768524
1003	1031	6	5	1.79862179	5.10144520
1003	1031	6	6	0.45578458	3.06551060
1003	1031	6	7	0.42836616	0.54874513
1003	1031	6	8	0.49516006	1.78716080
1003	1031	6	9	0.94343917	2.48676445
1003	1031	6	10	0.50261176	1.57983880
1003	1031	6	11	0.64477296	2.91095147
1003	1031	6	12	0.59940489	2.45006339
1003	1031	6	13	0.95063152	2.58752503
1003	1031	6	14	0.08989165	0.29083714
1003	1031	6	15	0.95443343	2.68441394
1003	1031	6	16	0.04755013	0.99089495
1003	1031	6	17	3.22623656	6.79892251
1003	1031	6	18	1.85824218	3.94954826
1003	1031	6	19	0.20865853	1.16547306
1003	1031	7	0	0.69341761	1.19669141
1003	1031	7	1	0.28673748	1.33759224
1003	1031	7	2	1.75874682	3.85206878
1003	1031	7	3	0.57235928	3.36817290
1003	1031	7	4	2.69074998	8.07944581
1003	1031	7	5	1.80495339	5.68170939
1003	1031	7	6	0.37714568	2.93817620
1003	1031	7	7	0.53514931	0.77835572
1003	1031	7	8	0.53537134	2.02255516
1003	1031	7	9	0.90765461	2.55428889
1003	1031	7	10	0.47394535	1.60649850
1003	1031	7	11	0.69063884	3.06852909
1003	1031	7	12	0.52739159	2.46872231
1003	1031	7	13	1.06315225	2.93580943
1003	1031	7	14	0.14606186	0.28045596
1003	1031	7	15	0.93859664	2.74280166
1003	1031	7	16	0.04402102	0.90900849
1003	1031	7	17	3.48065469	7.96430937
1003	1031	7	18	1.88560294	4.40128988
1003	1031	7	19	0.25414113	1.02697341
1003	1031	8	0	0.83439933	1.70026903
1003	1031	8	1	0.44395006	1.28957573
1003	1031	8	2	1.84775143	4.25625976
1003	1031	8	3	0.52944055	3.55143472
1003	1031	8	4	2.65564250	8.59989378
1003	1031	8	5	1.77645038	6.12972301
1003	1031	8	6	0.31416895	2.75642434
1003	1031	8	7	0.63171955	1.03158447
1003	1031	8	8	0.56393463	2.26394599
1003	1031	8	9	0.85665165	2.56224459
1003	1031	8	10	0.42227897	1.59646012
1003	1031	8	11	0.73348335	3.24559939
1003	1031	8	12	0.46375216	2.41094515
1003	1031	8	13	1.16897846	3.31553781
1003	1031	8	14	0.26133896	0.32982414
1003	1031	8	15	0.90351982	2.76586303
1003	1031	8	16	0.05649593	0.83428941
1003	1031	8	17	3.66384338	9.03086910
1003	1031	8	18	1.87562409	4.71951947
1003	1031	8	19	0.34898630	0.97521109
1003	1031	9	0	0.95797955	2.26494212
1003	1031	9	1	0.67287274	1.41078869
1003	1031	9	2	1.91904796	4.60732413
1003	1031	9	3	0.48780086	3.67060708
1003	1031	9	4	2.60603753	8.94543145
1003	1031	9	5	1.70836278	6.44223634
1003	1031	9	6	0.26481808	2.54626845
1003	1031	9	7	0.71414467	1.28966396
1003	1031	9	8	0.58348935	2.49881370
1003	1031	9	9	0.80966658	2.51639509
1003	1031	9	10	0.35385037	1.53777959
1003	1031	9	11	0.77081963	3.43587859
1003	1031	9	12	0.40982259	2.30322365
