seed	regime	gene_id	time	expression
7483	collapse	3	60	1.9656615629475352e-08
7483	collapse	3	61	1.3242624515497989e-08
7483	collapse	3	62	8.895600426497575e-09
7483	collapse	3	63	5.96208033780175e-09
7483	collapse	3	64	3.9899822465200816e-09
7483	collapse	3	65	2.6685130880089695e-09
7483	collapse	3	66	1.7853180841558937e-09
7483	collapse	3	67	1.196136119806593e-09
7483	collapse	3	68	8.034833413964857e-10
7483	collapse	3	69	5.418015762682495e-10
7483	collapse	3	70	3.671940961385768e-10
7483	collapse	3	71	2.503852927172285e-10
7483	collapse	3	72	1.7192289515329408e-10
7483	collapse	3	73	1.1892482891731883e-10
7483	collapse	3	74	8.288220350922247e-11
7483	collapse	3	75	5.818170144173366e-11
7483	collapse	3	76	4.1117340772358033e-11
7483	collapse	3	77	2.9234440106155755e-11
7483	collapse	3	78	2.0897779411080968e-11
7483	collapse	3	79	1.500951331567547e-11
7483	collapse	3	80	1.0825830759840629e-11
7483	collapse	3	81	7.837927208945938e-12
7483	collapse	3	82	5.694484910068997e-12
7483	collapse	3	83	4.1508329352635796e-12
7483	collapse	3	84	3.0352778639971124e-12
7483	collapse	3	85	2.2265530761028662e-12
7483	collapse	3	86	1.6385386588440772e-12
7483	collapse	3	87	1.209793134077684e-12
7483	collapse	3	88	8.963107178260834e-13
7483	collapse	3	89	6.664677212288628e-13
7483	collapse	3	90	4.974714560787002e-13
7483	collapse	3	91	3.728503879360337e-13
7483	collapse	3	92	2.8067171927765004e-13
7483	collapse	3	93	2.1227052967641477e-13
7483	collapse	3	94	1.613406032971993e-13
7483	collapse	3	95	1.2328211313906971e-13
7483	collapse	3	96	9.473238871668232e-14
7483	collapse	3	97	7.322759304782074e-14
7483	collapse	3	98	5.695825958349316e-14
7483	collapse	3	99	4.459228955009373e-14
7483	collapse	3	100	3.514654306270734e-14
7483	collapse	3	101	2.7893505720120782e-14
7483	collapse	3	102	2.2293321975526878e-14
7483	collapse	3	103	1.7773958229725033e-14
7483	collapse	3	104	1.4053099095653005e-14
7483	collapse	3	105	1.1038582385901221e-14
7483	collapse	3	106	8.625547024354301e-15
7483	collapse	3	107	6.711723681861082e-15
7483	collapse	3	108	5.2047370882614144e-15
7483	collapse	3	109	4.024863821398704e-15
7483	collapse	3	110	3.1053224311391468e-15
7483	collapse	3	111	2.391325383115372e-15
7483	collapse	3	112	1.83860190231395e-15
7483	collapse	3	113	1.4117850724876649e-15
7483	collapse	3	114	1.0828681052977466e-15
7483	collapse	3	115	8.298247370583958e-16
7483	collapse	3	116	6.354266256601011e-16
7483	collapse	3	117	4.862573128933136e-16
7483	collapse	3	118	3.719059717139162e-16
7483	collapse	3	119	2.84317532583479e-16
7483	collapse	3	120	2.1727449694601862e-16
7483	collapse	3	121	1.6598719439148571e-16
7483	collapse	3	122	1.2677191146701587e-16
7483	collapse	3	123	9.679936785824948e-17
7483	collapse	3	124	7.389899166685271e-17
7483	collapse	3	125	5.640713540127631e-17
7483	collapse	3	126	4.304969675809059e-17
7483	collapse	3	127	3.285155427178894e-17
7483	collapse	3	128	2.5066824738923157e-17
7483	collapse	3	129	1.9125239827506383e-17
7483	collapse	3	130	1.4590970357555952e-17
7483	collapse	3	131	1.1131043312674623e-17
7483	collapse	3	132	8.491138892482957e-18
7483	collapse	3	133	6.477057294705064e-18
7483	collapse	3	134	4.940536158056861e-18
7483	collapse	3	135	3.7684032024755735e-18
7483	collapse	3	136	2.8742835161307662e-18
7483	collapse	3	137	2.1922622663961536e-18
7483	collapse	3	138	1.6720433013007557e-18
7483	collapse	3	139	1.2752515442701948e-18
7483	collapse	3	140	9.726096027282012e-19
7483	collapse	3	141	7.417823180015764e-19
7483	collapse	3	142	5.657315063836828e-19
7483	collapse	3	143	4.3146030235275766e-19
7483	collapse	3	144	3.2905495605120654e-19
7483	collapse	3	145	2.5095369223981916e-19
7483	collapse	3	146	1.913888709889746e-19
7483	collapse	3	147	1.4596140227645762e-19
7483	collapse	3	148	1.113160785794765e-19
7483	collapse	3	149	8.489390738811246e-20
7483	collapse	3	150	6.474318987916578e-20
7483	collapse	3	151	4.9375416432606504e-20
7483	collapse	3	152	3.765535063187983e-20
7483	collapse	3	153	2.8717192738389266e-20
