seed_id	gene_id	gene_type	baseline_regime	ko_regime	transition_type	Δmean_P_terminal	deviation_score
7709	0	TF	steady	collapse-like	steady->collapse-like	-0.019999999685459912	1.1051414045548331
7709	1	TF	steady	collapse-like	steady->collapse-like	-0.019999999617864354	1.014616371550488
7709	2	TF	steady	collapse-like	steady->collapse-like	-0.019999999859224845	1.0843672351537108
7709	3	TF	steady	collapse-like	steady->collapse-like	-0.019999999293294646	1.0073031213945376
7709	4	TF	steady	collapse-like	steady->collapse-like	-0.01999999643397751	1.0497133178961213
7709	5	TF	steady	collapse-like	steady->collapse-like	-0.01999999962164295	1.0032210498802303
7709	17	EPI	steady	steady	steady->steady	3.469446951953614e-18	0.05134759455726121
7709	18	EPI	steady	steady	steady->steady	3.469446951953614e-18	0.16611545975508554
7709	19	EPI	steady	steady	steady->steady	3.469446951953614e-18	0.09409704063992833
