world_seed	cell_seed	time	gene_id	X	P
1018	1075	0	0	0.33790598	0.33790598
1018	1075	0	1	0.96112416	0.96112416
1018	1075	0	2	0.59291610	0.59291610
1018	1075	0	3	0.75301632	0.75301632
1018	1075	0	4	0.48834297	0.48834297
1018	1075	0	5	0.24489395	0.24489395
1018	1075	0	6	0.28427878	0.28427878
1018	1075	0	7	0.04361494	0.04361494
1018	1075	0	8	0.27479701	0.27479701
1018	1075	0	9	0.11506706	0.11506706
1018	1075	0	10	0.11712075	0.11712075
1018	1075	0	11	0.33862829	0.33862829
1018	1075	0	12	0.45405558	0.45405558
1018	1075	0	13	0.87222674	0.87222674
1018	1075	0	14	0.38277325	0.38277325
1018	1075	0	15	0.19338089	0.19338089
1018	1075	0	16	0.06323020	0.06323020
1018	1075	0	17	0.86988573	0.86988573
1018	1075	0	18	0.50104384	0.50104384
1018	1075	0	19	0.42479181	0.42479181
1018	1075	1	0	0.30140879	0.55262088
1018	1075	1	1	0.65391069	1.58477550
1018	1075	1	2	1.32614892	1.06452693
1018	1075	1	3	2.33773308	1.31011891
1018	1075	1	4	1.01280367	0.79231799
1018	1075	1	5	1.02787995	0.40784411
1018	1075	1	6	1.11503204	0.52543884
1018	1075	1	7	0.14893535	0.07658395
1018	1075	1	8	0.25456583	0.45113298
1018	1075	1	9	0.30835527	0.21442621
1018	1075	1	10	0.94728275	0.21962148
1018	1075	1	11	0.28113649	0.56572955
1018	1075	1	12	1.01115152	0.81229613
1018	1075	1	13	0.67489146	1.56705278
1018	1075	1	14	0.22313401	0.63688444
1018	1075	1	15	0.83803030	0.35958326
1018	1075	1	16	0.06404989	0.10438067
1018	1075	1	17	1.33802304	1.42766170
1018	1075	1	18	1.68622617	0.94992241
1018	1075	1	19	0.29925274	0.74166559
1018	1075	2	0	0.39125807	0.65255952
1018	1075	2	1	0.45366736	1.68223501
1018	1075	2	2	1.60995100	2.17288329
1018	1075	2	3	3.33361605	3.30699579
1018	1075	2	4	1.11047444	1.50599163
1018	1075	2	5	1.46959304	1.29925563
1018	1075	2	6	1.41704458	1.56077360
1018	1075	2	7	0.41482936	0.20682600
1018	1075	2	8	0.31679257	0.54405577
1018	1075	2	9	0.59953735	0.49350998
1018	1075	2	10	1.57498865	1.13948918
1018	1075	2	11	0.30625798	0.66054334
1018	1075	2	12	1.19204858	1.65203652
1018	1075	2	13	0.81711405	1.92322408
1018	1075	2	14	0.15533592	0.64594167
1018	1075	2	15	1.14888565	1.14707629
1018	1075	2	16	0.11592366	0.13198125
1018	1075	2	17	1.59511790	2.25344832
1018	1075	2	18	2.46942960	2.53724914
1018	1075	2	19	0.22270128	0.85249877
1018	1075	3	0	0.83225297	0.80591260
1018	1075	3	1	0.32291205	1.54523092
1018	1075	3	2	1.76590260	3.33828205
1018	1075	3	3	3.56412255	5.78022429
1018	1075	3	4	0.77765196	2.04789725
1018	1075	3	5	1.71784212	2.33410565
1018	1075	3	6	1.15556478	2.74108385
1018	1075	3	7	1.23604554	0.57117140
1018	1075	3	8	0.79067672	0.66591063
1018	1075	3	9	0.80713789	1.02567788
