gene_id	gene_type	collapse_count	collapse_rate	mean_Δmean_P_terminal	mean_deviation_score
0	TF	4	1.0	-0.019999825529261477	1.093070600255113
1	TF	4	1.0	-0.019999998868497015	1.0528533414997818
2	TF	4	1.0	-0.019999935878969956	1.0606897822906038
3	TF	4	1.0	-0.01999985592872886	1.0645485818269196
4	TF	3	0.75	-0.01499999909771735	1.0452188106731666
5	TF	3	0.75	-0.01499999357525229	1.0626907825562535
17	EPI	0	0.0	0.0	0.05391335242266242
18	EPI	0	0.0	8.673617379884035e-19	0.08008300747036218
19	EPI	0	0.0	0.0	0.16244078933566494
