seed	regime	target_gene	perturbation_type	perturbation_strength	T_perturb	delta_TF	recovery	amplification	initial_deviation	max_deviation
546	collapse	0	OE	2.0	5	-0.006391418851299057	1	36.39056994806945	0.001964673471435938	0.07149558738740593
2177	collapse	0	OE	2.0	5	0.002981390900609185	1	21.11127822845956	0.002731056439858527	0.0576560923594796
3441	collapse	1	OE	2.0	5	0.00033078025296079047	1	14.005164609129487	0.002507587864726638	0.03511918081735209
3492	collapse	2	OE	2.0	5	-0.004055990315679021	1	28.792241421289006	0.0019307886245476006	0.055591732211453054
2026	steady	4	KD	0.5	50	-0.000256125633882949	1	23.64323723945233	0.0006950258901193292	0.016432662007652827
4094	steady	4	KD	0.5	50	0.00014253691415327258	1	30.9246835417298	0.0005836802145358043	0.018050125924088705
4478	steady	2	KD	0.5	50	0.000106283791817912	1	45.56067054550765	0.0005526239758868461	0.025177918900929158
7709	steady	1	KD	0.5	50	-6.27261098518489e-05	1	40.7833560301878	0.0008462985816540857	0.03451489636344154
