world_seed	cell_seed	time	gene_id	X	P
1008	1046	0	0	0.61406242	0.61406242
1008	1046	0	1	0.11594840	0.11594840
1008	1046	0	2	0.52100442	0.52100442
1008	1046	0	3	0.29316299	0.29316299
1008	1046	0	4	0.73506326	0.73506326
1008	1046	0	5	0.78977143	0.78977143
1008	1046	0	6	0.19872076	0.19872076
1008	1046	0	7	0.77696115	0.77696115
1008	1046	0	8	0.78860274	0.78860274
1008	1046	0	9	0.35305367	0.35305367
1008	1046	0	10	0.41185905	0.41185905
1008	1046	0	11	0.29533400	0.29533400
1008	1046	0	12	0.18546434	0.18546434
1008	1046	0	13	0.87215580	0.87215580
1008	1046	0	14	0.25971916	0.25971916
1008	1046	0	15	0.43159872	0.43159872
1008	1046	0	16	0.33357735	0.33357735
1008	1046	0	17	0.38723372	0.38723372
1008	1046	0	18	0.08458502	0.08458502
1008	1046	0	19	0.53436387	0.53436387
1008	1046	1	0	0.58777002	1.09579179
1008	1046	1	1	0.11630346	0.21930705
1008	1046	1	2	0.97822941	1.01371932
1008	1046	1	3	1.14080264	0.49897264
1008	1046	1	4	2.19290657	1.25079534
1008	1046	1	5	1.95735269	1.48371943
1008	1046	1	6	0.85860616	0.36795791
1008	1046	1	7	0.45313360	1.45615544
1008	1046	1	8	0.52643607	1.45437043
1008	1046	1	9	0.21605651	0.64089789
1008	1046	1	10	1.91547424	0.74557898
1008	1046	1	11	0.19333324	0.51241140
1008	1046	1	12	1.72511403	0.35116399
1008	1046	1	13	0.59145837	1.64489896
1008	1046	1	14	0.21582115	0.47824738
1008	1046	1	15	1.00362438	0.82005955
1008	1046	1	16	0.30215577	0.60421954
1008	1046	1	17	1.53098719	0.74497505
1008	1046	1	18	0.75205013	0.16065858
1008	1046	1	19	0.47375945	0.92156920
1008	1046	2	0	0.83846080	1.44741404
1008	1046	2	1	0.18650223	0.31179802
1008	1046	2	2	1.32222752	1.93690576
1008	1046	2	3	1.28365744	1.49109714
1008	1046	2	4	3.36135888	3.07048449
1008	1046	2	5	2.59668997	3.26105155
1008	1046	2	6	1.37744930	1.17197126
1008	1046	2	7	0.31536640	1.72605755
1008	1046	2	8	0.41934514	1.75426954
1008	1046	2	9	0.13805034	0.73857977
1008	1046	2	10	2.52872493	2.51959976
1008	1046	2	11	0.13189763	0.56996761
1008	1046	2	12	3.05050269	2.03885492
1008	1046	2	13	0.52890091	2.04886359
1008	1046	2	14	0.21215089	0.61821946
1008	1046	2	15	1.25861138	1.74171975
1008	1046	2	16	0.40591296	0.79237883
1008	1046	2	17	2.05072671	2.21922365
1008	1046	2	18	1.27647566	0.89654227
1008	1046	2	19	0.57561885	1.14153756
1008	1046	3	0	1.39869778	1.97395100
1008	1046	3	1	0.29378127	0.46444503
1008	1046	3	2	1.57902921	3.15396308
1008	1046	3	3	1.00562950	2.33045460
1008	1046	3	4	4.09460940	5.51565967
1008	1046	3	5	2.90409269	5.46207617
1008	1046	3	6	1.65166116	2.37553872
1008	1046	3	7	0.62026494	1.82423004
1008	1046	3	8	0.68159957	1.90036455
1008	1046	3	9	0.09787073	0.74021353
1008	1046	3	10	2.69313771	4.57029873
1008	1046	3	11	0.14107252	0.55083715
1008	1046	3	12	3.94403606	4.87207949
1008	1046	3	13	0.77222112	2.34422488
1008	1046	3	14	0.24008523	0.73232198
1008	1046	3	15	1.35483701	2.82624788
1008	1046	3	16	0.59961730	1.04879579
1008	1046	3	17	2.22482239	4.10093046
1008	1046	3	18	1.68226452	2.08280239
1008	1046	3	19	0.77165951	1.40278819
1008	1046	4	0	2.01824564	2.94725398
1008	1046	4	1	0.45435885	0.70779658
1008	1046	4	2	1.76376374	4.56173827
1008	1046	4	3	0.68694928	2.64168202
1008	1046	4	4	4.44233654	7.96448400
1008	1046	4	5	2.91197138	7.70345186
1008	1046	4	6	1.73544789	3.67474836
1008	1046	4	7	1.14076564	2.21494779
1008	1046	4	8	1.00132112	2.28595782
1008	1046	4	9	0.09040419	0.70136591
1008	1046	4	10	2.52498457	6.39634578
1008	1046	4	11	0.20912002	0.54595070
