world_seed	cell_seed	time	gene_id	X	P
1004	1034	0	0	0.44139406	0.44139406
1004	1034	0	1	0.80641060	0.80641060
1004	1034	0	2	0.26685608	0.26685608
1004	1034	0	3	0.07482851	0.07482851
1004	1034	0	4	0.79336596	0.79336596
1004	1034	0	5	0.16485415	0.16485415
1004	1034	0	6	0.12340836	0.12340836
1004	1034	0	7	0.03165292	0.03165292
1004	1034	0	8	0.18881094	0.18881094
1004	1034	0	9	0.48377317	0.48377317
1004	1034	0	10	0.20749584	0.20749584
1004	1034	0	11	0.16302968	0.16302968
1004	1034	0	12	0.10919621	0.10919621
1004	1034	0	13	0.24161751	0.24161751
1004	1034	0	14	0.45140031	0.45140031
1004	1034	0	15	0.26529882	0.26529882
1004	1034	0	16	0.34756360	0.34756360
1004	1034	0	17	0.74129926	0.74129926
1004	1034	0	18	0.08891682	0.08891682
1004	1034	0	19	0.90894629	0.90894629
1004	1034	1	0	0.38213531	0.75899526
1004	1034	1	1	0.49791620	1.37989889
1004	1034	1	2	1.91475343	0.49110099
1004	1034	1	3	1.02854997	0.14253594
1004	1034	1	4	2.47515030	1.39501932
1004	1034	1	5	1.83157548	0.31313257
1004	1034	1	6	1.16288155	0.21101224
1004	1034	1	7	0.02656644	0.05455806
1004	1034	1	8	0.11558413	0.32341732
1004	1034	1	9	0.34167374	0.92510014
1004	1034	1	10	1.14448844	0.37898212
1004	1034	1	11	0.13277695	0.29846390
1004	1034	1	12	1.00007205	0.20501715
1004	1034	1	13	0.18279279	0.43469138
1004	1034	1	14	0.42583473	0.87320103
1004	1034	1	15	1.90155827	0.49446020
1004	1034	1	16	0.26997840	0.63014954
1004	1034	1	17	1.25836586	1.38845937
1004	1034	1	18	1.37376689	0.17261109
1004	1034	1	19	0.84579687	1.71268621
1004	1034	2	0	0.36179169	0.92826364
1004	1034	2	1	0.37640239	1.47924738
1004	1034	2	2	3.15562405	2.32743614
1004	1034	2	3	1.62761296	1.15752143
1004	1034	2	4	3.96524559	3.53307073
1004	1034	2	5	3.08173297	2.11322324
1004	1034	2	6	1.82125713	1.31267279
1004	1034	2	7	0.02776042	0.06604653
1004	1034	2	8	0.07744284	0.34615360
1004	1034	2	9	0.32441361	1.18560571
1004	1034	2	10	1.63042316	1.45770066
1004	1034	2	11	0.11683034	0.38072095
1004	1034	2	12	1.63147097	1.17997699
1004	1034	2	13	0.17185857	0.53014984
1004	1034	2	14	0.45953665	1.24177750
1004	1034	2	15	3.09098168	2.32866601
1004	1034	2	16	0.38380441	0.78232031
1004	1034	2	17	1.55028427	2.47050186
1004	1034	2	18	1.79960366	1.53623959
1004	1034	2	19	0.87058785	2.36024752
1004	1034	3	0	0.91280109	1.02971558
1004	1034	3	1	0.34227579	1.42838641
1004	1034	3	2	4.13740185	5.11141868
1004	1034	3	3	1.71849017	2.67497848
1004	1034	3	4	5.18464677	6.64456882
1004	1034	3	5	4.02427558	4.98247612
1004	1034	3	6	1.83090975	2.75308403
1004	1034	3	7	0.30985025	0.07555396
1004	1034	3	8	0.42644291	0.32422138
1004	1034	3	9	0.32839508	1.40599442
1004	1034	3	10	1.87621866	2.83514929
1004	1034	3	11	0.45719270	0.43310802
1004	1034	3	12	1.99320816	2.66691451
1004	1034	3	13	0.70825783	0.59549541
1004	1034	3	14	0.52313324	1.61988729
1004	1034	3	15	3.96651908	5.10245053
1004	1034	3	16	0.53237897	1.01986850
1004	1034	3	17	1.71258794	3.70705192
1004	1034	3	18	1.89042797	3.24561163
1004	1034	3	19	0.94766950	2.95764755
