source_world_id,edge_id,source_gene,target_gene,sign,strength,abs_strength,source_outdegree,target_indegree,is_in_largest_scc,is_cycle_associated
stress_balanced_r010_t001,stress_balanced_r010_t001_e0008,14,2,1,0.36717695,0.36717695,5,3,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0009,9,2,1,0.21477766,0.21477766,2,3,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0010,6,1,-1,-0.22711048,0.22711048,2,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0011,11,1,-1,-0.21690028,0.21690028,3,4,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0012,14,1,-1,-0.29244076,0.29244076,5,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0013,2,1,-1,-0.36563104,0.36563104,4,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0014,2,3,1,0.32623376,0.32623376,4,1,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0015,14,15,1,0.31152901,0.31152901,5,2,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0016,11,15,1,0.36564161,0.36564161,3,2,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0017,12,17,1,0.26441049,0.26441049,2,2,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0018,18,17,-1,-0.32095758,0.32095758,2,2,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0019,7,18,-1,-0.30456436,0.30456436,1,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0020,3,18,1,0.32480702,0.32480702,3,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0021,8,18,-1,-0.33410656,0.33410656,2,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0022,2,18,1,0.32246445,0.32246445,4,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0023,3,9,1,0.20572685,0.20572685,3,2,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0024,1,9,1,0.23896391,0.23896391,3,2,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0025,14,0,-1,-0.28121514,0.28121514,5,2,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0026,10,0,-1,-0.34038971,0.34038971,1,2,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0027,8,4,-1,-0.33691737,0.33691737,2,3,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0028,12,4,-1,-0.20083475,0.20083475,2,3,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0029,17,4,1,0.33859639,0.33859639,3,3,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0030,1,13,-1,-0.2483861,0.2483861,3,3,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0031,14,13,1,0.24490732,0.24490732,5,3,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0032,17,13,1,0.28209898,0.28209898,3,3,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0033,15,6,-1,-0.23028058,0.23028058,1,2,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0034,0,6,-1,-0.27393082,0.27393082,1,2,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0035,2,14,-1,-0.26195797,0.26195797,4,1,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0036,5,11,-1,-0.2428764,0.2428764,1,2,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0037,16,11,1,0.29298018,0.29298018,1,2,False,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0000,2,6,1,0.31966555,0.31966555,2,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0001,14,6,1,0.25385947,0.25385947,2,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0002,13,6,-1,-0.26412495,0.26412495,2,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0003,11,6,1,0.2032647,0.2032647,2,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0004,18,1,-1,-0.30945394,0.30945394,3,2,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0005,12,1,-1,-0.27504692,0.27504692,4,2,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0006,2,17,1,0.31326,0.31326,2,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0007,18,17,1,0.35805857,0.35805857,3,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0008,12,17,1,0.39222178,0.39222178,4,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0009,17,7,-1,-0.30925434,0.30925434,1,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0010,19,7,-1,-0.26141148,0.26141148,3,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0011,0,7,-1,-0.34167669,0.34167669,2,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0012,3,7,-1,-0.30790941,0.30790941,3,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0013,3,8,1,0.31079535,0.31079535,3,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0014,9,8,1,0.25707333,0.25707333,3,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0015,16,8,-1,-0.20404018,0.20404018,2,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0016,18,13,-1,-0.36439373,0.36439373,3,1,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0017,13,19,-1,-0.24870846,0.24870846,2,2,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0018,12,19,-1,-0.2295275,0.2295275,4,2,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0019,5,11,-1,-0.30544698,0.30544698,1,3,False,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0020,0,11,1,0.34719509,0.34719509,2,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0021,7,11,1,0.38758321,0.38758321,1,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0022,4,3,-1,-0.27231192,0.27231192,1,2,False,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0023,1,3,-1,-0.23417414,0.23417414,2,2,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0024,14,12,1,0.20600916,0.20600916,2,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0025,8,12,1,0.29443317,0.29443317,1,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0026,15,12,-1,-0.39381194,0.39381194,2,4,False,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0027,9,12,-1,-0.29049248,0.29049248,3,4,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0028,1,14,-1,-0.24192458,0.24192458,2,2,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0029,19,14,1,0.36604431,0.36604431,3,2,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0030,15,9,1,0.27842353,0.27842353,2,3,False,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0031,3,9,1,0.34206829,0.34206829,3,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0032,11,9,-1,-0.20053643,0.20053643,2,3,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0033,16,18,-1,-0.27975697,0.27975697,2,1,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0034,6,16,1,0.32235973,0.32235973,1,1,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0035,12,10,1,0.35867171,0.35867171,4,1,False,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0036,19,0,1,0.35358344,0.35358344,3,1,True,NA
stress_balanced_r010_t003,stress_balanced_r010_t003_e0037,9,2,1,0.23187106,0.23187106,3,1,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0000,0,10,-1,-0.36310615,0.36310615,2,3,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0001,12,10,1,0.22914537,0.22914537,5,3,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0002,6,10,1,0.38057897,0.38057897,2,3,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0003,10,9,-1,-0.21370559,0.21370559,6,2,False,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0004,17,9,1,0.36484025,0.36484025,1,2,False,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0005,16,3,-1,-0.30058886,0.30058886,1,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0006,4,3,1,0.23649291,0.23649291,1,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0007,13,3,-1,-0.27963688,0.27963688,2,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0008,12,3,-1,-0.27227597,0.27227597,5,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0009,15,3,-1,-0.27521714,0.27521714,3,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0010,19,16,1,0.29245065,0.29245065,5,1,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0011,10,19,-1,-0.39665724,0.39665724,6,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0012,3,19,1,0.31042153,0.31042153,1,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0013,7,19,1,0.28049414,0.28049414,2,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0014,8,19,-1,-0.28606705,0.28606705,2,5,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0015,1,19,1,0.32108951,0.32108951,2,5,False,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0016,18,7,-1,-0.3241531,0.3241531,1,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0017,15,7,-1,-0.2469367,0.2469367,3,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0018,12,14,-1,-0.33297985,0.33297985,5,1,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0019,19,2,-1,-0.32171175,0.32171175,5,1,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0020,15,12,1,0.20848795,0.20848795,3,4,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0021,10,12,-1,-0.2034133,0.2034133,6,4,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0022,14,12,1,0.20448343,0.20448343,1,4,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0023,7,12,-1,-0.3322138,0.3322138,2,4,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0024,8,0,-1,-0.30972276,0.30972276,2,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0025,19,0,1,0.32586394,0.32586394,5,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0026,19,11,1,0.27141449,0.27141449,5,1,False,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0027,13,6,1,0.22246626,0.22246626,2,3,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0028,10,6,1,0.34214256,0.34214256,6,3,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0029,1,6,-1,-0.30281802,0.30281802,2,3,False,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0030,10,15,1,0.22158651,0.22158651,6,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0031,2,15,1,0.38687475,0.38687475,1,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0032,12,18,1,0.338651,0.338651,5,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0033,6,18,-1,-0.34641504,0.34641504,2,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0034,12,4,-1,-0.29854061,0.29854061,5,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0035,0,4,1,0.2294019,0.2294019,2,2,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0036,10,8,1,0.26798908,0.26798908,6,1,True,NA
stress_balanced_r010_t005,stress_balanced_r010_t005_e0037,19,13,-1,-0.20458951,0.20458951,5,1,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0000,13,15,1,0.24982546,0.24982546,4,4,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0001,1,15,1,0.30962903,0.30962903,1,4,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0002,7,15,-1,-0.24838047,0.24838047,1,4,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0003,17,15,-1,-0.23546056,0.23546056,3,4,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0004,19,14,-1,-0.31375709,0.31375709,5,1,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0005,4,17,-1,-0.32607459,0.32607459,6,2,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0006,18,17,1,0.25411559,0.25411559,3,2,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0007,19,7,1,0.39772482,0.39772482,5,2,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0008,14,7,1,0.35888143,0.35888143,3,2,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0009,12,19,1,0.39071802,0.39071802,3,3,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0010,14,19,-1,-0.31752085,0.31752085,3,3,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0011,16,19,-1,-0.25338048,0.25338048,1,3,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0012,4,9,1,0.22227115,0.22227115,6,3,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0013,17,9,-1,-0.3246024,0.3246024,3,3,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0014,3,9,-1,-0.27137202,0.27137202,2,3,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0015,13,8,-1,-0.22857191,0.22857191,4,1,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0016,14,10,-1,-0.22696513,0.22696513,3,3,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0017,13,10,1,0.39518998,0.39518998,4,3,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0018,19,10,-1,-0.24063747,0.24063747,5,3,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0019,13,11,1,0.35520822,0.35520822,4,3,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0020,19,11,1,0.38560186,0.38560186,5,3,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0021,12,11,-1,-0.35214065,0.35214065,3,3,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0022,3,6,1,0.28375197,0.28375197,2,1,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0023,19,4,-1,-0.3584212,0.3584212,5,3,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0024,17,4,1,0.33288061,0.33288061,3,3,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0025,0,4,-1,-0.3221917,0.3221917,1,3,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0026,4,0,-1,-0.34752339,0.34752339,6,2,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0027,18,0,-1,-0.3359547,0.3359547,3,2,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0028,4,12,1,0.29769412,0.29769412,6,2,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0029,9,12,1,0.33706397,0.33706397,1,2,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0030,11,13,-1,-0.34042336,0.34042336,2,4,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0031,18,13,1,0.33638911,0.33638911,3,4,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0032,8,13,1,0.23333392,0.23333392,1,4,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0033,12,13,1,0.26964822,0.26964822,3,4,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0034,5,16,1,0.31616816,0.31616816,1,1,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0035,4,1,1,0.33184531,0.33184531,6,1,False,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0036,4,18,-1,-0.24014274,0.24014274,6,1,True,NA
stress_balanced_r010_t007,stress_balanced_r010_t007_e0037,11,2,1,0.23191735,0.23191735,2,1,False,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0000,14,13,1,0.24490732,0.24490732,8,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0001,17,13,1,0.28209898,0.28209898,7,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0002,6,13,-1,-0.27856277,0.27856277,5,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0003,16,13,-1,-0.3323725,0.3323725,4,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0004,1,13,-1,-0.2483861,0.2483861,7,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0005,14,5,-1,-0.25295363,0.25295363,8,3,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0006,19,5,-1,-0.2810132,0.2810132,5,3,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0007,11,5,-1,-0.2309246,0.2309246,8,3,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0008,10,9,1,0.34137246,0.34137246,3,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0009,1,9,1,0.23896391,0.23896391,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0010,17,9,-1,-0.21661504,0.21661504,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0011,12,9,1,0.25077878,0.25077878,4,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0012,0,9,-1,-0.31781482,0.31781482,3,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0013,3,9,1,0.20572685,0.20572685,4,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0014,18,9,-1,-0.32401985,0.32401985,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0015,3,18,1,0.32480702,0.32480702,4,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0016,2,18,1,0.32246445,0.32246445,5,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0017,8,18,-1,-0.33410656,0.33410656,3,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0018,7,18,-1,-0.30456436,0.30456436,4,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0019,1,18,1,0.3716126,0.3716126,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0020,11,18,-1,-0.234011,0.234011,8,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0021,4,18,1,0.39331892,0.39331892,1,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0022,7,11,1,0.32634944,0.32634944,4,3,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0023,5,11,-1,-0.2428764,0.2428764,7,3,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0024,16,11,1,0.29298018,0.29298018,4,3,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0025,1,15,-1,-0.35782908,0.35782908,7,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0026,14,15,1,0.31152901,0.31152901,8,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0027,9,15,1,0.31423009,0.31423009,5,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0028,5,15,-1,-0.32314756,0.32314756,7,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0029,11,15,1,0.36564161,0.36564161,8,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0030,12,15,-1,-0.22195172,0.22195172,4,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0031,9,2,1,0.21477766,0.21477766,5,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0032,5,2,1,0.30227462,0.30227462,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0033,15,2,-1,-0.32019154,0.32019154,3,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0034,16,2,1,0.2881059,0.2881059,4,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0035,14,2,1,0.36717695,0.36717695,8,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0036,17,2,-1,-0.38193888,0.38193888,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0037,10,2,1,0.2300502,0.2300502,3,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0038,11,19,1,0.30600237,0.30600237,8,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0039,2,19,1,0.20024949,0.20024949,5,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0040,5,19,-1,-0.34106487,0.34106487,7,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0041,17,19,1,0.28285817,0.28285817,7,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0042,6,19,1,0.31001041,0.31001041,5,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0043,0,19,1,0.2099082,0.2099082,3,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0044,1,6,-1,-0.22430916,0.22430916,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0045,0,6,-1,-0.27393082,0.27393082,3,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0046,18,6,-1,-0.38426113,0.38426113,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0047,11,6,1,0.22631829,0.22631829,8,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0048,19,6,-1,-0.27657375,0.27657375,5,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0049,15,6,-1,-0.23028058,0.23028058,3,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0050,9,6,-1,-0.21946879,0.21946879,5,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0051,11,8,1,0.26329047,0.26329047,8,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0052,19,8,1,0.24150753,0.24150753,5,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0053,6,8,-1,-0.39965561,0.39965561,5,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0054,16,8,-1,-0.39898675,0.39898675,4,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0055,18,8,-1,-0.26773876,0.26773876,7,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0056,2,3,1,0.32623376,0.32623376,5,2,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0057,5,3,1,0.37852429,0.37852429,7,2,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0058,12,4,-1,-0.20083475,0.20083475,4,4,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0059,14,4,1,0.36580687,0.36580687,8,4,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0060,8,4,-1,-0.33691737,0.33691737,3,4,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0061,17,4,1,0.33859639,0.33859639,7,4,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0062,2,14,-1,-0.26195797,0.26195797,5,2,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0063,5,14,-1,-0.30115018,0.30115018,7,2,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0064,17,0,1,0.27333498,0.27333498,7,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0065,13,0,-1,-0.26796084,0.26796084,2,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0066,18,0,-1,-0.29946911,0.29946911,7,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0067,10,0,-1,-0.34038971,0.34038971,3,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0068,14,0,-1,-0.28121514,0.28121514,8,5,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0069,19,17,1,0.21940557,0.21940557,5,4,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0070,18,17,-1,-0.32095758,0.32095758,7,4,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0071,14,17,1,0.2553494,0.2553494,8,4,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0072,12,17,1,0.26441049,0.26441049,4,4,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0073,8,1,1,0.31453738,0.31453738,3,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0074,5,1,1,0.37235242,0.37235242,7,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0075,14,1,-1,-0.29244076,0.29244076,8,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0076,7,1,-1,-0.21351928,0.21351928,4,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0077,2,1,-1,-0.36563104,0.36563104,5,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0078,6,1,-1,-0.22711048,0.22711048,5,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0079,11,1,-1,-0.21690028,0.21690028,8,7,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0080,11,7,1,0.35797297,0.35797297,8,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0081,6,7,-1,-0.20468611,0.20468611,5,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0082,18,7,-1,-0.23929641,0.23929641,7,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0083,1,7,1,0.39539898,0.39539898,7,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0084,9,7,1,0.29689429,0.29689429,5,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0085,3,7,-1,-0.22207097,0.22207097,4,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0086,1,16,1,0.35305397,0.35305397,7,2,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0087,17,16,1,0.36622471,0.36622471,7,2,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0088,18,10,-1,-0.21486062,0.21486062,7,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0089,7,10,1,0.21592949,0.21592949,4,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0090,9,10,1,0.36320412,0.36320412,5,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0091,13,10,-1,-0.21726695,0.21726695,2,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0092,19,10,1,0.20693253,0.20693253,5,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0093,15,10,1,0.31720367,0.31720367,3,6,True,NA
stress_balanced_r025_t001,stress_balanced_r025_t001_e0094,3,12,1,0.21878117,0.21878117,4,1,True,NA
stress_repression_biased_r010_t004,stress_repression_biased_r010_t004_e0000,3,6,-1,-0.25393027,0.25393027,4,4,True,NA
